Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Kansas City Chiefs,James Daniels,RG,28,76,Normal,407,8,Iowa,"6'4""",320,7490000,120000,1880000,2,0,65,65,71,86,79,26,6,6,6,20,12,12,10,5,5,28,8,10,21,80,79,78,82,85,10,10,26,28,28,29,10,12,12,10,15,14
Kansas City Chiefs,Henry To'oTo'o,SAM,25,76,Normal,495,3,Alabama,"6'2""",228,4320000,430000,1300000,3,0,85,92,81,65,79,30,6,6,6,55,55,23,22,18,13,57,59,66,59,35,35,35,35,66,49,55,72,89,80,82,82,70,68,57,32,31
Kansas City Chiefs,Elandon Roberts,MIKE,32,76,Normal,340,10,Houston,"6'1""",238,2750000,70000,2820000,1,0,84,82,72,82,82,25,6,6,6,52,35,12,27,15,5,48,33,34,36,52,53,45,47,89,64,57,76,83,82,89,82,53,65,52,20,20
Kansas City Chiefs,Moro Ojomo,DT,25,76,Normal,469,3,Texas,"6'3""",292,7980000,80000,1810000,2,0,71,82,70,84,79,20,13,9,6,33,25,15,10,8,6,35,21,35,38,45,45,45,45,86,83,76,74,80,84,81,76,22,26,31,28,22
Kansas City Chiefs,Noah Gray,TE,27,75,Normal,318,5,Duke,"6'3""",240,13490000,7670000,6970000,2,0,91,88,84,69,69,51,43,36,31,89,79,67,69,65,59,78,67,67,68,62,58,60,56,61,10,10,36,43,37,30,19,14,18,15,23,18
Kansas City Chiefs,James Winchester,LS,37,74,Normal,175,11,Oklahoma,"6'3""",240,1300000,400000,1700000,1,0,79,80,74,67,70,40,10,10,10,60,49,44,42,37,32,64,20,37,32,47,40,50,50,60,15,20,39,56,42,45,25,15,25,25,25,24
Kansas City Chiefs,Brashard Smith,HB,23,74,Normal,519,1,SMU,"5'10""",194,4190000,120000,1030000,3,0,93,93,84,64,72,25,21,15,10,69,63,62,66,63,58,87,76,81,55,33,24,50,21,29,23,25,29,39,27,24,29,20,24,22,18,18
Kansas City Chiefs,Ashton Gillotte,REDG,23,74,Star,656,1,Louisville,"6'3""",270,5030000,1670000,1520000,3,0,84,90,83,78,69,27,15,10,7,35,25,12,15,8,7,38,29,37,30,45,45,45,45,86,80,67,81,80,79,80,66,27,36,25,24,21
Kansas City Chiefs,Jadon Canady,SS,23,74,Star,543,0,Oregon,"5'10""",182,4370000,1200000,1180000,4,0,90,88,85,63,74,22,6,6,6,66,62,42,45,42,35,54,57,68,52,35,35,35,35,50,27,45,55,77,68,75,73,69,75,71,23,21
Kansas City Chiefs,Emmanuel Ogbah,LEDG,32,74,Normal,566,10,Oklahoma State,"6'4""",278,1080000,0,1080000,1,0,81,85,74,83,77,22,6,6,6,45,17,17,14,7,3,33,16,31,28,45,44,45,45,85,73,62,76,84,80,82,75,39,51,22,20,19
Kansas City Chiefs,Matt Araiza,P,26,74,Normal,256,4,San Diego State,"6'1""",200,1070000,0,1070000,1,0,82,86,67,49,55,35,30,25,20,27,20,15,15,15,15,35,14,32,12,16,16,17,17,17,10,10,20,38,34,24,19,11,15,10,98,81
Kansas City Chiefs,Felix Anudike-Uzomah,REDG,24,74,Normal,456,3,Kansas State,"6'4""",255,20680000,5570000,3750000,2,0,81,82,85,72,76,20,6,6,6,32,27,13,10,7,5,34,33,36,35,40,40,35,35,79,72,77,74,84,78,86,72,24,29,32,34,29
Kansas City Chiefs,Jon Runyan,LG,29,74,Normal,306,6,Michigan,"6'4""",307,2590000,80000,2670000,1,0,71,69,63,87,84,25,6,6,6,36,15,18,17,12,5,29,17,19,27,76,75,76,75,83,24,16,22,30,30,22,26,12,15,10,17,12
Kansas City Chiefs,Jaden Hicks,SS,24,73,Normal,426,2,Washington State,"6'2""",215,4010000,530000,1200000,2,0,89,91,87,67,70,40,35,31,24,71,67,40,26,22,17,68,59,70,60,35,35,30,27,65,45,53,64,79,69,87,68,69,74,71,16,15
Kansas City Chiefs,Khyiris Tonga,DT,30,73,Normal,286,5,BYU,"6'4""",338,14710000,6270000,3260000,3,0,68,74,56,91,71,23,6,6,6,30,29,27,22,16,12,39,21,33,52,51,50,48,52,86,76,65,80,78,80,75,69,18,24,13,27,28
Kansas City Chiefs,Kaiir Elam,CB,25,73,Normal,459,4,Florida,"6'1""",191,1210000,560000,1770000,1,0,92,90,84,60,70,27,24,20,17,76,65,37,35,31,28,56,51,73,49,35,35,35,35,48,31,39,45,64,66,52,70,69,75,75,17,17
Kansas City Chiefs,Jalen Royals,WR,23,72,Normal,518,1,Utah State,"6'0""",195,4190000,850000,1210000,3,0,92,93,85,64,73,43,29,25,20,82,81,73,75,72,72,75,74,75,48,46,25,27,28,40,34,36,43,42,23,45,23,29,31,19,19,29
Kansas City Chiefs,Omarr Norman-Lott,DT,24,71,Normal,315,1,Tennessee,"6'2""",315,5310000,1850000,1620000,3,0,67,82,71,85,72,24,15,10,6,24,19,15,19,13,10,40,28,19,27,45,45,45,45,84,76,69,79,76,78,83,68,10,13,10,21,15
Kansas City Chiefs,Justin Fields,QB,27,71,Normal,584,5,Ohio State,"6'3""",228,8000000,3010000,3000000,1,0,91,95,90,65,49,91,84,80,77,32,16,17,19,15,14,58,79,87,48,29,14,16,10,25,10,10,20,26,24,14,18,17,19,10,19,18
Kansas City Chiefs,Jaylon Moore,RT,28,71,Normal,193,5,W. Michigan,"6'4""",311,20990000,8880000,18680000,1,0,62,66,58,84,75,13,6,6,6,38,36,24,27,16,9,46,22,20,35,73,73,79,76,81,39,37,34,40,44,41,36,12,13,10,16,11
Kansas City Chiefs,Jamaree Caldwell,DT,26,71,Normal,508,1,Oregon,"6'1""",340,0,0,0,0,0,67,72,67,87,74,25,14,8,6,19,18,16,16,13,10,36,25,19,34,45,45,45,45,89,74,58,76,78,78,80,73,12,14,16,24,26
Kansas City Chiefs,Jared Wiley,TE,25,70,Normal,342,2,TCU,"6'6""",249,4010000,690000,1240000,2,0,85,89,77,75,59,24,15,10,6,82,80,68,68,66,58,75,70,70,68,58,56,56,56,60,10,10,33,35,39,36,18,16,22,16,19,12
Kansas City Chiefs,Jermaine Burton,WR,25,70,Normal,602,2,Alabama,"6'0""",204,0,0,0,0,0,91,92,90,58,56,24,15,10,6,86,81,67,72,73,74,74,74,75,45,40,20,27,10,41,10,10,30,32,31,29,16,12,16,13,16,12
Kansas City Chiefs,Cyrus Allen,WR,23,70,Normal,620,0,Cincinnati,"5'11""",183,0,0,0,0,0,89,92,87,57,68,34,25,22,19,79,78,70,69,71,73,68,74,78,49,48,27,30,24,36,20,18,19,23,43,23,21,18,22,21,33,29
Kansas City Chiefs,Jeffrey Bassa,WILL,23,69,Normal,318,1,Oregon,"6'2""",235,4190000,400000,1100000,3,0,85,89,78,69,70,25,6,6,6,54,51,25,30,27,24,58,38,53,41,45,45,45,45,71,50,53,63,82,82,79,69,62,65,42,21,19
Kansas City Chiefs,Jeff Caldwell,WR,23,68,Normal,448,0,Cincinnati,"6'5""",215,2820000,290000,890000,3,0,95,96,83,64,69,32,23,18,15,77,76,67,64,66,71,74,72,73,52,45,18,24,42,37,28,24,31,35,34,34,28,25,31,28,28,22
Kansas City Chiefs,Emmett Johnson,HB,22,68,Normal,415,0,Nebraska,"5'10""",205,0,0,0,0,0,89,90,77,74,66,28,24,19,15,72,60,53,67,59,44,88,75,82,68,33,27,48,30,38,11,13,20,23,23,20,22,21,22,23,24,22
Kansas City Chiefs,Hunter Nourzad,C,26,67,Normal,238,2,Penn State,"6'3""",315,4010000,290000,1140000,2,0,67,73,66,83,76,22,8,6,6,22,12,12,10,5,5,41,5,10,15,73,73,72,69,81,38,35,34,41,35,35,35,9,9,10,22,20
Kansas City Chiefs,Lewis Bond,WR,23,67,Normal,490,0,Boston College,"5'11""",190,0,0,0,0,0,87,92,80,60,65,24,22,18,16,78,77,71,72,71,70,70,74,80,48,49,26,29,24,40,29,29,32,40,44,42,31,29,35,32,36,34
Kansas City Chiefs,John Michael Gyllenborg,FB,24,66,Normal,218,0,Wyoming,"6'5""",251,2830000,280000,890000,3,0,86,90,79,76,55,15,36,33,21,76,76,63,61,56,51,73,65,66,63,55,55,54,55,58,34,34,35,46,45,44,27,27,37,16,29,28
Kansas City Chiefs,Omari Evans,WR,22,66,Normal,386,0,Washington,"6'0""",195,3010000,90000,880000,3,0,95,93,85,62,39,23,15,10,6,75,77,70,67,70,73,68,73,79,45,49,16,26,10,43,10,10,23,27,29,24,26,20,26,23,17,16
Kansas City Chiefs,Rico Payton,CB,26,66,Normal,416,2,Pittsburg State,"5'11""",182,0,0,0,0,0,86,91,86,58,66,31,22,18,15,68,64,24,24,21,16,58,57,69,34,35,30,30,25,44,26,34,51,69,64,68,63,65,67,63,15,15
Kansas City Chiefs,Cole Brevard,DT,24,65,Normal,322,0,Texas,"6'3""",346,0,0,0,0,0,68,80,50,85,63,25,6,6,6,29,16,20,15,8,4,34,22,24,27,45,45,45,45,80,69,61,73,75,78,76,61,18,20,14,15,10
Kansas City Chiefs,Dalevon Campbell,WR,24,65,Normal,409,1,South Carolina,"6'4""",220,0,0,0,0,0,92,94,76,67,58,28,19,16,13,79,79,70,70,71,72,70,72,73,55,44,20,23,25,41,15,10,26,30,25,27,16,14,20,20,22,15
Kansas City Chiefs,Wesley Bissainthe,MIKE,22,64,Normal,235,0,Miami,"5'9""",230,2930000,180000,890000,3,0,85,89,79,76,55,24,6,6,6,64,44,14,15,5,5,60,24,65,44,47,45,44,45,67,52,48,62,80,74,80,54,65,69,44,34,31
Kansas City Chiefs,Vincent Anthony Jr.,LEDG,22,63,Normal,377,0,Duke,"6'6""",260,0,0,0,0,0,78,85,79,69,60,17,6,6,6,53,43,16,10,10,10,43,32,35,32,45,45,45,45,81,66,65,70,79,74,75,58,35,50,36,16,28
Kansas City Chiefs,Xavier Nwankpa,FS,22,63,Normal,275,0,Iowa,"6'2""",213,0,0,0,0,0,90,88,85,62,57,24,6,6,6,66,60,21,23,28,24,60,51,61,43,35,35,35,35,50,36,35,53,73,69,71,55,58,66,67,19,15
Kansas City Chiefs,Kahlil Benson,RT,24,62,Normal,228,0,Indiana,"6'6""",321,0,0,0,0,0,70,70,58,83,61,15,6,6,6,24,12,12,10,5,5,26,5,10,26,71,71,68,68,79,10,10,28,16,38,31,10,12,15,10,11,12
Kansas City Chiefs,Pete Nygra,C,24,59,Normal,193,0,Louisville,"6'4""",300,0,0,0,0,0,66,74,47,74,62,22,6,6,6,30,12,14,13,5,5,25,15,10,32,69,69,72,71,76,43,37,44,32,43,43,26,18,17,10,17,11
