Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
Baltimore Ravens,Zion Young,LEDG,22,78,Superstar,1012,0,Missouri,"6'6""",267,6570000,4560000,2020000,4,0,81,78,75,88,72,18,20,18,10,33,31,17,17,15,10,49,39,31,38,45,45,45,45,86,76,69,85,83,86,84,76,18,24,31,27,20
Baltimore Ravens,Jaylinn Hawkins,FS,29,78,Normal,389,6,California,"6'1""",208,6050000,3950000,3150000,2,0,87,87,82,63,81,27,6,6,6,74,72,32,40,37,30,55,45,66,48,30,35,30,35,62,50,44,61,79,73,87,79,71,80,68,28,24
Baltimore Ravens,Rashod Bateman,WR,26,78,Normal,506,5,Minnesota,"6'1""",197,31750000,17670000,6180000,4,0,90,91,88,60,76,28,15,10,10,84,87,83,79,79,81,74,77,80,48,44,27,36,21,46,10,10,29,34,29,25,17,12,16,17,22,20
Baltimore Ravens,Trenton Simpson,WILL,25,78,Normal,448,3,Clemson,"6'2""",234,10930000,10490000,3900000,4,0,91,95,81,77,76,35,36,31,27,47,51,23,25,21,15,64,56,72,55,45,45,35,35,70,59,69,75,84,83,90,75,62,69,64,16,14
Baltimore Ravens,Justice Hill,HB,28,77,Normal,362,7,Oklahoma State,"5'10""",200,6330000,7250000,3810000,3,0,90,90,87,67,80,24,20,17,13,77,53,54,68,60,52,88,75,84,66,30,14,51,32,39,10,10,21,28,25,15,16,12,15,12,14,10
Baltimore Ravens,Mike Green,REDG,23,76,Star,757,1,Marshall,"6'3""",251,5370000,2010000,1670000,3,0,88,92,88,79,66,16,6,8,6,37,25,12,15,8,7,42,27,35,26,45,45,45,45,77,71,77,75,79,81,75,67,28,39,25,24,24
Baltimore Ravens,Teddye Buchanan,WILL,23,75,Normal,484,1,California,"6'2""",240,4130000,890000,1220000,3,0,86,89,82,78,73,28,29,26,23,61,54,26,28,25,22,65,37,49,40,40,40,40,40,76,54,60,69,84,86,81,71,61,67,44,23,18
Baltimore Ravens,Ryan Eckley,P,22,74,Normal,280,0,Michigan State,"6'1""",207,4370000,240000,940000,4,0,75,82,64,47,61,29,16,21,26,28,28,16,11,12,14,55,28,21,10,20,17,14,17,19,10,10,23,32,29,26,23,10,12,10,92,83
Baltimore Ravens,Tavius Robinson,LEDG,27,74,Normal,439,3,Ole Miss,"6'6""",258,6360000,730000,3850000,1,0,84,91,71,79,74,20,6,6,6,35,35,12,20,15,10,36,31,50,32,45,45,45,45,81,75,60,73,80,85,82,73,31,38,32,13,14
Baltimore Ravens,Ja'Kobi Lane,WR,22,73,Star,626,0,USC,"6'4""",200,5440000,1560000,1270000,4,0,90,91,86,62,78,35,27,23,19,79,86,72,74,74,77,74,71,74,51,46,28,30,28,41,18,20,24,23,27,25,24,18,20,22,27,24
Baltimore Ravens,Adisa Isaac,LEDG,24,73,Normal,517,2,Penn State,"6'4""",254,4700000,930000,1530000,2,0,81,86,77,72,73,19,6,6,6,25,22,12,10,7,5,24,13,41,26,49,45,49,48,78,73,77,72,81,80,74,71,42,49,42,22,21
Baltimore Ravens,Elijah Sarratt,WR,23,73,Star,654,0,Indiana,"6'2""",207,4370000,1160000,1170000,4,0,89,91,83,62,69,33,30,26,20,84,83,76,74,78,77,75,76,78,56,52,31,34,32,48,14,18,25,26,23,27,25,20,23,27,32,28
Baltimore Ravens,Foster Moreau,TE,29,73,Normal,353,7,LSU,"6'4""",250,1910000,0,1910000,1,0,83,84,80,76,72,25,20,15,10,86,80,66,67,61,57,75,63,59,71,62,62,62,59,68,10,10,37,42,33,31,15,12,15,15,17,13
Baltimore Ravens,Ethan Pocic,C,31,72,Normal,338,9,LSU,"6'6""",320,1080000,0,1080000,1,0,70,63,55,88,74,24,6,6,6,34,17,16,23,13,7,28,7,20,34,80,77,75,75,83,10,10,33,27,36,40,32,12,12,10,12,12
Baltimore Ravens,Chandler Rivers,CB,22,72,Normal,605,0,Duke,"5'10""",185,4370000,480000,1000000,4,0,92,94,85,57,64,24,6,6,6,64,65,42,45,40,36,59,52,69,32,35,35,35,35,43,35,38,44,73,58,54,66,74,70,73,14,12
Baltimore Ravens,Sione Takitaki,SAM,31,72,Normal,282,7,BYU,"6'1""",245,1660000,0,1660000,1,0,85,86,78,76,70,19,6,6,6,66,60,32,32,17,12,62,45,47,47,50,49,45,45,82,64,61,73,81,81,84,72,55,64,42,17,15
Baltimore Ravens,Emery Jones Jr,RT,22,71,Normal,307,1,LSU,"6'5""",315,4920000,1200000,1420000,3,0,70,74,57,88,71,20,6,6,6,21,21,13,20,5,5,33,13,10,30,74,75,78,76,85,42,23,35,33,31,33,26,11,12,10,14,16
Baltimore Ravens,Andrew Vorhees,LG,27,71,Normal,223,3,USC,"6'6""",320,5940000,90000,3690000,1,0,65,74,51,97,72,15,5,5,5,30,25,15,22,16,14,32,15,10,25,75,72,72,74,81,40,25,35,21,29,39,23,8,9,8,11,10
Baltimore Ravens,Jakob Johnson,FB,31,71,Normal,226,7,Tennessee,"6'3""",255,1300000,0,1300000,1,0,76,71,69,82,82,30,6,6,6,60,38,40,50,42,34,75,30,52,75,68,53,69,52,71,68,58,57,68,71,70,56,41,48,23,25,25
Baltimore Ravens,K.J. Britt,MIKE,27,71,Normal,280,5,Auburn,"6'0""",235,1880000,0,1880000,1,0,80,81,71,74,76,30,6,6,6,49,25,15,15,5,5,55,21,35,42,45,45,45,45,82,52,49,68,84,83,87,75,62,69,47,20,20
Baltimore Ravens,Robert Longerbeam,CB,25,70,Normal,505,1,Rutgers,"5'11""",175,3720000,160000,920000,3,0,93,92,85,57,65,48,48,44,41,73,66,25,20,18,15,60,52,73,34,35,25,35,25,42,23,27,42,71,47,46,64,71,70,68,24,30
Baltimore Ravens,T.J. Tampa,CB,24,70,Normal,612,2,Iowa State,"6'2""",200,0,0,0,0,0,88,88,86,60,68,40,33,32,23,73,71,53,54,51,47,62,66,70,44,25,20,15,12,56,35,43,51,69,54,72,72,71,70,75,20,15
Baltimore Ravens,Lajohntay Wester,WR,24,70,Normal,612,1,Colorado,"5'10""",170,0,0,0,0,0,90,91,88,62,63,15,15,15,16,79,83,71,75,73,72,68,71,74,39,41,12,20,18,34,19,22,26,24,28,21,34,66,22,24,20,21
Baltimore Ravens,Bilhal Kone,CB,24,69,Normal,569,1,W. Michigan,"6'1""",190,0,0,0,0,0,91,92,87,58,66,29,24,27,24,69,65,27,18,17,16,54,44,72,28,35,25,35,25,46,26,25,45,72,58,51,65,70,66,70,22,27
Baltimore Ravens,Evan Beerntsen,RG,25,68,Normal,308,0,Northwestern,"6'4""",301,4370000,120000,910000,4,0,64,69,63,80,64,16,6,6,6,35,23,24,28,25,22,24,10,10,26,77,74,75,75,84,10,10,32,44,25,29,24,12,14,10,23,24
Baltimore Ravens,Carson Vinson,RT,24,68,Normal,269,1,Alabama A&M,"6'7""",321,4190000,450000,1110000,3,0,68,70,63,81,71,15,6,6,6,28,29,17,15,5,5,26,14,10,25,74,71,74,72,83,23,14,37,31,24,25,22,11,14,10,14,11
Baltimore Ravens,Aeneas Peebles,DT,24,68,Normal,322,1,Virginia Tech,"6'1""",289,4190000,160000,1040000,3,0,73,81,64,81,71,23,6,6,6,27,22,18,15,12,10,38,23,20,26,45,45,45,45,80,74,72,76,76,79,78,66,16,21,22,20,19
Baltimore Ravens,Nick Moore,LS,33,68,Normal,114,6,Georgia,"6'2""",260,6300000,1350000,1450000,4,0,70,73,73,70,64,39,10,10,10,70,58,44,48,43,38,68,20,48,34,51,40,54,50,56,19,24,43,58,57,53,42,36,42,33,25,24
Baltimore Ravens,Tyler Huntley,QB,28,68,Normal,461,6,Utah,"6'1""",204,2800000,2200000,2150000,2,0,85,90,85,53,66,86,83,80,72,46,45,20,29,21,18,60,60,68,38,11,10,11,10,15,10,10,17,24,17,12,13,10,12,10,17,11
Baltimore Ravens,Cornelius Johnson,WR,25,67,Normal,476,2,Michigan,"6'3""",208,0,0,0,0,0,91,91,86,63,59,23,15,10,10,77,81,71,73,72,69,71,71,75,50,43,24,26,15,40,10,10,34,40,37,30,18,17,21,17,18,12
Baltimore Ravens,Rayshaun Benny,DT,24,67,Normal,381,0,Michigan,"6'3""",298,0,0,0,0,0,70,78,61,86,60,14,6,6,6,35,30,21,15,13,2,36,15,30,37,52,51,53,51,85,71,68,73,76,82,81,58,27,28,25,15,28
Baltimore Ravens,Daijahn Anthony,FS,25,67,Normal,367,2,Ole Miss,"6'0""",200,0,0,0,0,0,88,92,87,56,59,31,21,20,15,69,62,26,30,20,15,58,62,71,54,35,35,35,35,60,37,44,53,77,70,85,59,64,72,63,17,15
Baltimore Ravens,Matthew Hibner,TE,24,66,Star,317,0,SMU,"6'4""",251,4370000,760000,1070000,4,0,87,89,73,75,59,29,20,15,13,82,78,66,63,58,56,72,64,66,64,59,59,58,57,62,30,25,52,57,51,49,43,33,37,19,33,28
Baltimore Ravens,Jabril Cox,SAM,28,66,Normal,197,5,LSU,"6'3""",233,1280000,0,1280000,1,0,86,90,82,65,64,48,45,37,31,69,62,12,18,9,5,45,36,53,34,45,45,43,45,69,48,61,62,77,78,76,63,64,69,63,20,20
Baltimore Ravens,Josh Cuevas,TE,22,65,Normal,272,0,Alabama,"6'3""",245,4370000,360000,970000,4,0,83,86,74,74,69,30,30,22,18,80,78,62,61,57,50,73,64,66,60,60,58,57,57,61,40,38,49,48,54,53,47,41,45,32,26,29
Baltimore Ravens,Kaimon Rucker,REDG,24,65,Normal,365,1,North Carolina,"6'1""",265,880000,0,880000,1,0,81,84,72,81,56,19,6,6,6,33,24,15,13,7,5,35,23,28,34,45,45,45,45,66,70,67,69,80,77,77,53,36,45,30,15,13
Baltimore Ravens,Adam Randall,HB,22,65,Normal,256,0,Clemson,"6'3""",232,4370000,360000,970000,4,0,90,89,83,70,69,26,23,18,12,64,62,59,68,63,58,84,74,79,71,30,23,48,26,34,15,18,26,27,26,24,23,18,26,25,24,22
Baltimore Ravens,Jovaughn Gwyn,C,27,65,Normal,184,3,South Carolina,"6'2""",301,1140000,50000,1190000,1,0,68,77,57,89,72,19,7,6,5,26,14,11,12,8,5,30,7,12,17,66,62,71,68,74,32,33,30,26,40,40,38,12,11,10,22,20
Baltimore Ravens,Aaron Graves,DT,26,65,Normal,316,0,Iowa,"6'5""",292,0,0,0,0,0,62,71,67,82,64,19,6,6,6,36,20,14,15,7,3,35,19,24,41,45,45,45,45,84,71,63,75,73,80,77,62,17,19,18,15,16
Baltimore Ravens,Keyon Martin,CB,25,65,Normal,403,1,UL Lafayette,"5'9""",170,0,0,0,0,0,92,93,85,54,54,25,6,6,6,62,61,26,29,17,12,55,52,70,29,35,35,30,30,40,27,35,44,69,51,55,51,67,66,67,14,13
Baltimore Ravens,Marquise Robinson,CB,24,64,Normal,377,1,Arkansas,"6'0""",192,0,0,0,0,0,91,93,79,64,56,22,6,6,6,66,66,25,28,15,12,58,50,68,30,35,35,30,30,53,25,33,42,72,54,56,54,67,70,68,13,15
Baltimore Ravens,Jamon Dumas-Johnson,SAM,24,63,Normal,194,1,Kentucky,"6'1""",238,1010000,0,1010000,1,0,86,90,78,66,58,25,6,6,6,57,54,22,24,21,18,54,34,51,43,45,45,45,45,75,48,53,68,78,78,79,56,55,60,46,22,18
Baltimore Ravens,C.J. Okoye,DT,24,63,Normal,274,1,No College,"6'6""",370,0,0,0,0,0,58,61,56,89,62,20,6,6,6,35,19,15,15,7,5,32,15,21,32,45,45,45,45,89,69,62,70,71,78,79,60,16,20,15,17,11
Baltimore Ravens,Silas Walters,FS,24,63,Normal,267,0,Miami of Ohio,"5'11""",199,0,0,0,0,0,88,89,85,62,56,23,6,6,6,61,62,22,25,23,21,54,53,64,53,35,35,35,35,56,33,44,51,76,66,71,57,62,67,68,24,14
Baltimore Ravens,Keondre Jackson,SS,24,61,Normal,176,1,Illinois State,"6'2""",215,1840000,0,1000000,1,0,83,83,86,65,57,28,6,6,6,64,64,24,30,23,18,60,51,75,29,35,35,30,30,53,30,36,45,68,59,61,60,71,67,72,15,16
Baltimore Ravens,Diego Pounds,LT,23,61,Normal,251,0,Ole Miss,"6'6""",335,3060000,50000,890000,3,0,67,73,55,81,61,11,6,6,6,24,17,15,15,5,5,31,14,10,22,67,70,72,71,72,60,24,26,25,42,33,26,14,14,10,19,13
Baltimore Ravens,Joe Fagnano,QB,25,59,Normal,472,0,Connecticut,"6'3""",226,0,0,0,0,0,78,82,82,64,55,86,80,75,71,33,22,18,23,20,18,67,60,56,50,21,15,15,15,21,15,20,24,27,24,24,20,18,19,10,30,26
Pittsburgh Steelers,Cam Heyward,DT,37,95,X-Factor,973,15,Ohio State,"6'5""",295,9300000,27840000,13670000,2,0,75,73,67,94,96,21,6,6,6,48,22,12,10,3,2,39,11,10,36,45,45,45,45,94,88,74,96,89,95,92,97,22,32,10,12,11
Pittsburgh Steelers,Aaron Rodgers,QB,21,95,Superstar,2732,21,California,"6'2""",223,22000000,500000,22500000,1,0,77,75,74,59,92,94,97,93,93,47,15,15,15,14,12,64,59,48,29,23,18,12,12,29,10,10,19,24,19,12,25,13,19,10,15,18
Pittsburgh Steelers,T.J. Watt,LEDG,31,93,X-Factor,1504,9,Wisconsin,"6'4""",252,89050000,64360000,42000000,3,0,83,86,84,86,98,25,6,6,6,72,57,22,24,14,7,53,23,46,52,45,45,45,45,79,86,91,91,93,91,87,98,59,65,43,57,50
Pittsburgh Steelers,Jalen Ramsey,FS,21,92,X-Factor,1324,10,Florida State,"6'1""",208,43150000,36180000,17220000,3,0,93,92,89,71,88,27,33,26,21,84,72,27,36,24,12,71,68,78,42,34,33,21,33,65,35,41,70,82,81,82,86,89,88,98,18,17
Pittsburgh Steelers,Jamel Dean,CB,29,87,Star,867,7,Auburn,"6'1""",206,20750000,16000000,5500000,3,0,93,90,84,66,89,14,6,6,6,71,68,26,34,25,22,59,53,71,42,35,35,35,35,54,30,39,52,78,76,68,87,86,85,90,33,28
Pittsburgh Steelers,Alex Highsmith,REDG,29,87,Superstar,1097,6,Charlotte,"6'4""",242,45130000,25800000,20100000,2,0,84,86,81,85,88,24,6,6,6,56,27,14,10,5,5,46,16,32,32,45,45,45,45,83,78,89,86,89,88,80,87,55,63,45,14,10
Pittsburgh Steelers,Joey Porter,CB,26,87,Superstar,1234,3,Penn State,"6'2""",193,7470000,3970000,4910000,1,0,92,94,89,67,86,26,15,11,10,60,62,22,29,22,15,60,66,71,52,35,35,35,35,53,40,33,58,77,65,78,84,89,80,93,15,12
Pittsburgh Steelers,Chris Boswell,K,35,86,Normal,360,12,Rice,"6'2""",185,17910000,14800000,4900000,5,0,72,71,62,44,74,29,37,33,27,29,12,12,10,10,10,45,12,10,15,24,10,16,10,10,10,10,10,10,35,15,10,12,12,10,96,95
Pittsburgh Steelers,DK Metcalf,WR,28,86,Superstar,867,7,Ole Miss,"6'4""",229,103500000,46500000,31000000,4,0,94,93,82,79,89,34,18,13,10,87,93,91,85,84,84,69,85,82,81,49,31,42,23,48,10,10,38,34,33,30,19,15,29,15,18,13
Pittsburgh Steelers,Rico Dowdle,HB,28,86,Superstar,868,6,South Carolina,"6'0""",215,7250000,5000000,3750000,2,0,93,90,86,75,85,39,36,30,26,68,54,55,63,57,56,93,87,91,83,49,39,49,39,51,20,20,28,40,36,20,20,15,20,20,25,23
Pittsburgh Steelers,Zach Frazier,C,25,85,Star,847,2,West Virginia,"6'3""",310,5220000,2290000,2050000,2,0,64,69,56,88,89,22,7,6,5,30,11,12,10,9,5,30,9,10,30,88,86,87,86,86,15,12,23,27,31,33,32,8,9,8,22,14
Pittsburgh Steelers,Michael Pittman,WR,28,83,Star,703,6,USC,"6'4""",223,31300000,27680000,8860000,3,0,88,86,84,71,95,48,39,33,28,89,93,87,83,81,78,71,78,77,68,55,35,43,35,56,10,10,41,40,55,42,16,14,20,20,22,15
Pittsburgh Steelers,Jaylen Warren,HB,27,83,Star,589,4,Oklahoma State,"5'8""",215,8750000,8500000,7030000,2,0,90,94,80,75,87,27,24,21,18,71,59,59,61,58,56,95,88,87,78,50,37,57,28,52,11,12,26,34,34,23,20,14,19,16,21,20
Pittsburgh Steelers,Jaquan Brisker,SS,27,82,Star,579,4,Penn State,"6'1""",204,1210000,4280000,5490000,1,0,89,91,86,68,78,29,6,6,6,71,68,31,34,29,26,60,58,74,44,35,35,35,35,67,40,45,67,87,80,88,79,72,75,65,19,17
Pittsburgh Steelers,DeShon Elliott,SS,29,81,Normal,413,8,Texas,"6'1""",210,5330000,10910000,6080000,2,0,87,87,78,57,83,24,6,6,6,76,60,25,20,10,10,66,41,70,42,35,35,35,35,67,44,52,57,84,85,83,82,68,75,73,18,17
Pittsburgh Steelers,Patrick Queen,MIKE,27,81,Star,499,6,LSU,"6'0""",237,27230000,21120000,17190000,5,0,87,88,85,73,88,27,6,6,6,71,55,38,55,48,37,73,52,72,64,45,45,45,45,78,59,67,74,89,87,91,86,58,65,53,20,20
Pittsburgh Steelers,Pat Freiermuth,TE,27,80,Star,578,5,Penn State,"6'5""",258,28480000,21820000,6940000,3,0,83,82,76,78,79,30,50,15,10,88,84,73,73,68,65,78,67,65,83,62,60,63,63,73,49,44,55,59,58,58,41,32,41,26,72,62
Pittsburgh Steelers,Nick Herbig,REDG,24,80,Superstar,936,3,Wisconsin,"6'2""",240,63790000,40020000,5420000,5,0,84,90,77,74,82,25,10,8,6,43,41,21,22,16,11,42,30,50,40,40,40,35,35,67,87,77,75,85,82,84,82,48,62,37,20,17
Pittsburgh Steelers,Derrick Harmon,DT,23,79,Star,590,1,Oregon,"6'5""",313,4620000,13330000,4070000,3,0,74,76,76,93,79,27,15,10,7,27,18,20,16,13,10,35,27,25,41,45,45,45,45,87,79,68,85,78,74,82,82,14,18,16,33,18
Pittsburgh Steelers,Mason McCormick,LG,26,78,Normal,549,2,South Dakota State,"6'5""",315,4010000,770000,1260000,2,0,70,79,61,90,75,28,9,7,6,26,15,11,10,7,5,20,10,30,33,81,82,82,82,85,30,20,35,32,37,35,24,10,10,10,19,19
Pittsburgh Steelers,Max Iheanachor,LT,22,78,Star,739,0,Arizona State,"6'6""",321,9160000,11480000,3750000,4,0,75,77,64,88,79,14,6,6,6,28,17,18,16,5,5,24,18,10,24,80,81,81,83,84,10,10,24,21,26,46,22,11,16,10,10,12
Pittsburgh Steelers,Germie Bernard,WR,22,77,Star,768,0,Alabama,"6'1""",206,6400000,4120000,1910000,4,0,91,94,92,71,64,50,50,45,38,85,82,77,82,83,82,77,78,83,59,55,33,31,28,49,25,20,30,33,33,31,24,23,28,29,22,22
Pittsburgh Steelers,Troy Fautanu,LT,25,77,Normal,554,2,Washington,"6'4""",317,4960000,9790000,4100000,2,0,72,79,70,87,78,13,8,6,5,35,33,25,25,22,21,35,20,15,40,79,81,81,81,87,44,33,47,27,39,41,23,9,11,13,37,32
Pittsburgh Steelers,Asante Samuel Jr,CB,26,77,Normal,515,5,Florida State,"5'10""",180,1210000,2780000,3990000,1,0,91,93,91,54,74,43,29,24,18,74,69,20,23,13,10,54,42,68,33,35,35,35,35,43,29,36,44,75,49,52,73,79,84,68,25,25
Pittsburgh Steelers,Darnell Washington,TE,25,77,Normal,476,3,Georgia,"6'7""",295,26970000,18920000,3470000,5,0,84,86,86,81,70,32,15,10,6,78,80,62,64,57,52,72,68,67,72,75,71,64,65,74,30,34,51,51,55,56,15,18,23,26,15,21
Pittsburgh Steelers,Payton Wilson,WILL,26,76,Star,531,2,N.C. State,"6'4""",238,4680000,890000,1520000,2,0,92,93,87,67,76,29,25,17,18,73,71,31,34,32,26,64,56,65,57,41,37,35,25,70,63,72,65,86,85,87,76,63,67,69,27,28
Pittsburgh Steelers,Kaleb Johnson,HB,23,75,Star,533,1,Iowa,"6'1""",224,5070000,1250000,1430000,3,0,88,90,92,76,65,24,10,13,9,66,54,45,58,50,44,89,83,80,83,38,35,51,45,39,32,34,34,37,38,32,36,33,29,25,32,17
Pittsburgh Steelers,Daylen Everette,CB,22,75,Star,751,0,Georgia,"6'1""",196,5400000,1440000,1240000,4,0,93,93,88,63,74,25,6,6,6,64,63,37,41,36,31,61,53,69,34,35,35,35,35,51,36,35,53,74,64,63,73,67,77,72,18,16
Pittsburgh Steelers,Cole Holcomb,WILL,30,75,Normal,364,7,North Carolina,"6'1""",240,4370000,620000,1980000,2,0,87,88,86,72,70,27,6,6,6,65,47,30,30,25,21,60,45,33,32,45,45,45,45,73,54,46,72,86,88,77,69,66,70,50,18,35
Pittsburgh Steelers,Brandin Echols,CB,28,75,Normal,387,5,Kentucky,"5'10""",175,18790000,3540000,3910000,6,0,91,93,87,52,74,32,19,14,12,63,56,33,45,40,37,62,45,74,33,35,35,35,35,39,29,38,43,66,64,47,73,71,75,75,21,16
Pittsburgh Steelers,Jack Sawyer,LEDG,24,74,Star,722,1,Ohio State,"6'4""",260,4190000,930000,1230000,3,0,80,86,71,77,76,17,11,10,8,49,44,12,15,10,5,50,33,33,33,45,45,45,45,80,78,66,77,85,82,84,76,37,48,33,32,25
Pittsburgh Steelers,Gennings Dunker,LG,23,74,Star,495,0,Iowa,"6'5""",319,5360000,1320000,1210000,4,0,66,67,65,89,77,14,6,6,6,25,29,13,15,5,5,25,10,10,25,76,75,79,78,81,10,10,24,26,37,27,28,10,12,10,16,25
Pittsburgh Steelers,Taysom Hill,TE,36,74,Normal,274,9,BYU,"6'2""",221,2420000,0,2420000,1,0,88,87,82,82,72,84,81,74,74,79,78,66,67,62,57,78,82,85,86,61,59,58,56,75,44,53,54,68,57,68,41,53,59,45,69,54
Pittsburgh Steelers,Starling Thomas V,CB,26,74,Normal,443,3,UAB,"5'10""",194,2500000,0,2500000,1,0,93,90,82,56,73,31,29,24,19,65,61,35,39,34,30,52,62,73,33,35,35,30,25,40,32,42,42,70,63,70,74,75,71,72,15,18
