Team,Name,Position,Age,OVR,Dev Trait,Trade Value,Years Pro,College,Height,Weight,Salary/yr,Bonus,Cap Hit,Years Left,Injury (wks out),Speed,Acceleration,Agility,Strength,Awareness,Throw Power,Throw Acc (Short),Throw Acc (Mid),Throw Acc (Deep),Catching,Spec Catch,Release,Route Run (Short),Route Run (Med),Route Run (Deep),Carrying,Break Tackle,Juke Move,Truck,Run Block,Run Block Power,Pass Block,Pass Block Power,Impact Block,Power Moves,Finesse Moves,Block Shed,Pursuit,Tackle,Hit Power,Play Rec,Man Coverage,Zone Coverage,Press,Kick Power,Kick Accuracy
New York Jets,Braiden McGregor,LEDG,25,68,Normal,554,2,Michigan,"6'5""",267,0,0,0,0,0,80,86,73,73,69,27,7,6,5,39,28,12,10,7,5,40,29,42,41,45,45,45,45,79,70,63,71,82,83,79,65,24,29,35,31,30
New York Jets,Kene Nwangwu,HB,28,67,Normal,162,5,Iowa State,"6'1""",210,1250000,670000,1920000,1,0,92,94,87,68,65,31,20,17,12,61,42,45,52,45,42,83,73,78,60,33,18,48,26,36,10,10,25,33,29,21,16,11,18,15,17,15
New York Jets,Chris Collier,HB,26,67,Normal,349,2,Wagner College,"5'11""",203,0,0,0,0,0,89,94,85,70,61,27,24,20,14,60,52,40,51,44,37,85,73,77,75,45,45,48,35,37,11,12,35,46,39,49,18,30,37,32,14,12
New York Jets,Max Mitchell,LT,26,66,Normal,229,4,UL Lafayette,"6'6""",307,1810000,180000,1990000,1,0,61,71,55,85,75,24,8,6,5,24,15,12,15,5,5,29,12,14,25,73,72,68,65,79,15,13,25,32,29,26,20,10,10,10,22,19
New York Jets,Parker Hughes,WILL,23,66,Normal,337,0,Middle Tennessee State,"6'1""",228,0,0,0,0,0,88,91,75,71,60,33,6,6,6,66,50,33,34,32,30,53,31,29,45,43,60,62,42,67,49,53,63,82,79,77,59,60,63,46,15,12
New York Jets,VJ Payne,SS,22,65,Normal,264,0,Kansas State,"6'3""",206,4370000,120000,910000,4,0,91,93,85,61,59,26,6,6,6,63,61,43,44,41,34,64,53,67,52,35,35,35,35,59,37,43,50,72,64,72,59,66,70,66,25,21
New York Jets,Brady Cook,QB,24,65,Normal,715,1,Missouri,"6'2""",214,0,0,0,0,0,85,89,82,67,54,88,81,78,73,38,18,26,18,16,15,57,66,60,47,19,22,25,18,28,30,30,23,35,32,30,27,16,17,17,22,26
New York Jets,Mory Bamba,CB,25,64,Normal,309,0,BYU,"6'2""",193,3070000,30000,880000,3,0,92,93,87,61,58,26,6,6,6,61,62,32,20,17,14,60,57,71,52,35,35,35,35,53,30,35,48,71,55,57,54,62,69,64,15,12
New York Jets,Marquis Hayes,LG,27,64,Normal,216,4,Oklahoma,"6'5""",318,2840000,0,880000,2,0,62,67,53,86,60,20,6,6,6,21,16,8,12,10,8,20,15,17,30,72,74,68,69,84,20,18,35,24,28,38,19,10,10,10,15,12
New York Jets,Ameer Speed,FS,26,64,Normal,149,3,Michigan State,"6'3""",215,6000000,300000,1920000,3,0,95,92,84,62,62,25,6,6,6,52,54,20,22,12,10,55,60,70,44,35,35,35,35,54,42,38,48,69,64,74,58,61,63,67,25,24
New York Jets,Jalen Wayne,WR,27,64,Normal,335,2,South Alabama,"6'2""",216,0,0,0,0,0,89,92,77,63,66,33,20,15,10,78,79,70,70,68,65,69,73,77,48,43,29,33,20,40,10,10,28,31,24,27,23,19,24,23,18,16
New York Jets,Gabe Jeudy-Lally,CB,25,64,Normal,372,2,Tennessee,"6'1""",189,0,0,0,0,0,88,91,79,54,66,24,6,6,6,69,64,24,24,19,13,58,49,71,26,30,30,25,25,42,31,38,46,68,55,59,64,63,67,65,10,11
New York Jets,Bam Martin-Scott,WILL,26,63,Normal,255,1,South Carolina,"6'2""",231,0,0,0,0,0,85,88,75,74,59,23,6,6,6,51,50,27,23,20,17,43,33,57,43,45,45,45,45,78,49,51,63,79,77,77,57,54,61,43,22,20
New York Jets,Zelmar Vedder,CB,23,63,Normal,353,0,Houston,"6'3""",195,0,0,0,0,0,89,91,87,56,59,25,6,6,6,68,70,39,22,19,15,64,56,78,35,35,35,35,35,46,30,34,46,68,57,56,56,63,64,66,15,17
